Gene.symbol logFC
LOC643549///PCIF1 -1.29e-01
PVRIG 1.79e-01
ST3GAL3 6.67e-01
LINC00847 -1.16e-01
SSR1 -1.07e-01
KPNA1 -9.39e-02
PMS2P8 -1.12e-01
AP1M1 8.17e-02
NDST1 -9.59e-02
MIDN 1.11e-01
LINC00937 -4.90e-01
LOC101805491///TMEM247 7.23e-01
WDR72 -7.05e-01
LY6H -2.46e-01
TMEM208 -9.70e-02
STRADA -1.25e-01
SOX13 2.22e-01
SERPINB2 1.89e-01
TFAP2C 4.92e-01
KCTD9 8.14e-02
DAXX 1.55e-01
RASGRF2 2.75e-01
COPZ2 3.95e-01
CDK11A///CDK11B -6.74e-02
FTSJ1 1.06e-01
LOC101927060 -3.32e-01
EEF1A1 4.05e-01
LETM1 1.66e-01
LPIN2 1.66e-01
LOC644090 -5.34e-01
ZACN 4.93e-01
FUT6 5.59e-01
CCDC7 5.59e-01
NCKIPSD -3.13e-01
HUS1B 3.25e-01
KLK2 4.98e-01
MAP3K13 8.09e-02
CHDH -6.08e-01
YY1 -9.24e-02
GAB1 -8.38e-02
OGDHL -8.60e-02
ABCA17P 1.67e-01
NRSN1 -3.53e-01
HSPA1L 3.53e-01
CFLAR 7.11e-02
LINC00320 8.97e-01
HID1 -7.05e-01
ARHGEF18 7.57e-02
SETD5 -1.27e-01
APOB 7.97e-01
ODF3 5.67e-01
ITPRIPL1 -1.46e-01
ZNF350 1.14e-01
C6orf132 -6.53e-01
TCEAL1 -1.15e-01
TSPYL2 1.09e-01
SNHG17///SNORA71B -6.67e-01
FAM89B 1.71e-01
SMG7 -1.55e-01
RLF -6.65e-02
HNRNPC 4.24e-01
LIPH 3.79e-01
CASD1 1.92e-01
IFRD1 -9.53e-02
LYSMD1 -1.38e-01
TUG1 8.86e-02
RPP30 -1.13e-01
CBX8 -5.94e-01
C3orf70 -6.88e-02
MYO7B 6.67e-01
CYP4F62P 2.15e-01
PPP4R3B -1.56e-01
CNPY4 9.12e-02
CASK 2.68e-01
GLP2R -1.72e-01
EXOC6 2.00e-01
TTC39C -2.56e-01
ETV7 2.17e-01
CD163L1 2.27e-01
AKR1B10 3.81e-01
ACAT1 -7.50e-02
HNRNPUL2-BSCL2///HNRNPUL2 8.53e-02
ATP6V1G2-DDX39B///SNORD84///DDX39B 7.23e-02
ANKFN1 -5.72e-01
IKZF1 -9.58e-02
DNASE2B -4.65e-01
TCF7L2 -6.42e-02
MAGI1 1.61e-01
NID1 4.97e-01
LOC100134937 2.07e-01
RFC5 8.33e-02
OBSCN -4.91e-01
CEP76 1.08e-01
RAD54B -7.94e-02
ZADH2 9.97e-01
PAPPA 4.78e-01
PPARD 4.28e-01
SETD7 2.32e-01
DEPDC1 -9.86e-02
INTS4 -3.64e-01
MTHFSD 6.15e-01
IFITM10 4.96e-01
MTUS2 -6.63e-01
SH3GL1 -1.22e-01
CDH24 -1.32e-01
LINC00838 -7.06e-01
LOC101928443 7.60e-01
EPSTI1 9.05e-01
LOC101928361///ARHGAP15 -6.36e-01
RFPL1S///RFPL3S 7.17e-01
MAPK11 -1.15e-01
AP3M1 -7.14e-02
POLR2F -1.81e-01
SYTL3 8.05e-01
SPTY2D1-AS1 -6.57e-01
CSTF2 9.25e-02
C2orf15 -3.75e-01
DHRS11 1.63e-01
VTI1A 1.57e-01
CLOCK 4.13e-01
ETV6 -3.50e-01
CD59 2.79e-01
CSH1 -3.33e-01
MBP -3.33e-01
DEPTOR -3.33e-01
PES1 -3.33e-01
TAS2R41 -3.33e-01
CYTH4 -3.33e-01
OR1Q1 -3.33e-01
SLC6A2 -3.33e-01
SLC25A42 -3.33e-01
MAP4 -3.33e-01
SLC25A30 -3.33e-01
RLN3 3.33e-01
LOC101927502 3.33e-01
SRY 3.33e-01
EDA 3.33e-01
MYO16 3.33e-01
TTYH1 3.33e-01
HAND2-AS1 3.33e-01
SNX20 -3.33e-01
PIGG 3.33e-01
DEFB121 3.33e-01
BTBD11 -1.15e-01
IPO9 7.60e-02
FAM217A -3.46e-01
ACTG1///ACTB -8.33e-02
HIST2H2AA4///HIST2H2AA3 2.10e-01
EVC -1.40e-01
MCF2L-AS1 -3.20e-01
SOX2 -3.25e-01
PPIEL 9.92e-01
PYROXD2 1.36e-01
IGK///IGKC -5.79e-01
FAM186A 2.31e-01
SMIM10L1 -2.52e-01
CDC42EP3 -6.57e-02
OVOL3 4.21e-01
IQSEC3 -4.21e-01
ACADVL -7.88e-02
LOC101927178///FAM177A1 7.22e-02
MGC32805 -1.81e-01
SRRM5 7.20e-01
NAGPA-AS1///ALG1 9.44e-02
PMAIP1 7.80e-02
TIMM8A 1.07e-01
MLLT10 -7.17e-02
AZGP1P1 6.38e-01
LOC102606465 8.82e-02
PCED1A 9.99e-02
AKAP10 1.52e-01
LOC101929819///LOC101060494///LINC01001///LINC01347///LOC388572 -3.98e-01
PIK3C2A 4.18e-01
LINC00494 2.59e-01
DUSP19 -4.60e-01
ZNF649 -1.12e-01
EFNB3 -1.68e-01
ITGAL -4.47e-01
PGK1 -1.53e-01
LASP1 7.18e-02
ARRB1 1.98e-01
C22orf15 -7.23e-01
MBD1 8.74e-02
CPXM1 8.39e-02
ERICH1 1.95e-01
KIAA2022 -3.19e-01
MAFB -1.90e-01
EHD4 8.49e-01
DOK1 1.58e-01
ABCA1 -7.18e-01
MVD 3.58e-01
EMCN -6.16e-01
LINC00944 1.88e-01
C10orf113 -5.46e-01
CBR3 -7.49e-02
MAGI2-AS3 -2.08e-01
BARD1 -9.12e-02
DIDO1 7.75e-02
CDX2 -7.54e-01
KIAA1328 -5.35e-01
TTN-AS1 -1.27e-01
OBP2A 2.26e-01
UBE2J1 1.51e-01
TNFRSF17 7.74e-01
ZNF85 7.16e-02
MARCO -3.90e-01
CYTH4 -2.35e-01
LOC101927143 2.02e-01
TLE6 -2.74e-01
CACTIN 9.66e-02
ADD2 2.38e-01
BHMT2 1.33e-01
MFSD6L 2.38e-01
RUVBL2 1.11e-01
MRPS27 -6.83e-02
HIST1H2BO -3.14e-01
LOC440602 4.21e-01
ALX3 -4.21e-01
TRAPPC2 1.96e-01
NUP43 -9.68e-02
PXN-AS1 1.43e-01
EBF3 -1.20e-01
CFLAR 1.28e-01
ADRA2A -6.02e-01
BET1L -1.20e-01
VGLL1 -5.67e-01
UBR1 9.21e-02
IKZF3 3.90e-01
LOC100509646///PRY2///PRY -1.64e-01
PTPRR 1.13e-01
LOC646214 -1.03e-01
C16orf91 -7.49e-02
CYP3A5 9.46e-02
LCP2 -4.97e-01
LOC101929486 -6.90e-01
DHRS7 8.71e-02
PTPN22 2.45e-01
TNRC18 1.56e-01
YME1L1 -5.28e-01
TFDP3 5.28e-01
TRRAP 8.74e-02
SPATA2 1.95e-01
RPUSD3 1.24e-01
ENSA -1.01e-01
CMTR1 8.75e-02
WHSC1L1 8.81e-02
ADAM28 3.06e-01
REG1A -6.37e-01
NCOA5 7.12e-02
SDK2 -1.38e-01
LOC100507616 8.10e-01
WBP4 1.25e-01
PRKCA 8.58e-01
CDS1 1.92e-01
ARHGEF28 -3.17e-01
SLC44A4 -7.49e-01
OR7C2 1.69e-01
SERPINB5 4.30e-01
GLI1 1.96e-01
LMNA 6.43e-02
ZNF275 -7.68e-02
LOC101929607 -3.84e-01
MBNL3 -2.44e-01
IPO5 -8.62e-02
TBXA2R 4.99e-01
LURAP1L-AS1 7.09e-01
SLC19A1 5.96e-01
CYP2B6 -8.05e-01
KLRG2 -1.10e-01
MEIS3P1 -8.32e-02
VWDE 1.44e-01
IGHV4-31///IGHM///IGHG1///IGHA1 -3.52e-01
RBM20 2.12e-01
CD74 4.64e-01
MEF2A 1.58e-01
RFX4 7.97e-01
PDLIM2 -1.33e-01
BRINP1 -5.59e-01
OBP2A///OBP2B 5.79e-01
C22orf39 -1.21e-01
FLJ32742///DCAF8L2 -3.38e-01
SRC -5.54e-01
PRLHR -4.97e-01
PTPN11 -8.22e-02
CLUAP1 -9.21e-02
VAMP2 1.80e-01
PDE8B -7.31e-01
PDCD2L 8.61e-02
FOXG1 9.71e-02
ATG4B 7.52e-02
ITM2A -4.72e-01
ZNF608 9.29e-02
KLK2 -3.56e-01
PER2 -2.05e-01
IRGQ -8.09e-02
PSENEN 7.40e-02
KIAA1324 2.58e-01
LOC101930243///LOC101929865 1.92e-01
ANK3 -1.16e-01
HLF 5.57e-01
NUDT14 3.89e-01
C5orf58 8.84e-01
FANCB -1.02e-01
OSBPL9 6.62e-02
TLX1NB -2.07e-01
APLF -2.62e-01
DHX58 -5.28e-01
STON2 -1.41e-01
GUCY1A3 -1.67e-01
NFE4 3.85e-01
TAF1B 8.22e-02
ZSCAN21 8.57e-02
CMTM7 8.36e-02
UTP11 9.71e-02
ESYT3 3.10e-01
HMGA2 4.46e-01
ANKRD11 -6.92e-02
SLC25A27 1.04e-01
C1orf115 -8.62e-01
PGM2 1.20e-01
CARD14 5.83e-01
ZFX -1.22e-01
FAM20A -2.34e-01
DENND4C -1.75e-01
C2CD4C 4.43e-01
ZNF827 2.18e-01
HTR3A -6.56e-01
KCNRG 2.20e-01
BTG4 6.02e-01
C2orf80 4.21e-01
PPFIBP1 2.26e-01
MEX3B 1.11e-01
LARP4B 3.39e-01
SF3A2 7.82e-02
TTC17 1.49e-01
EIF2B3 1.09e-01
KIDINS220 -1.15e-01
OXLD1 -7.38e-02
HAP1 1.38e-01
SHBG -1.38e-01
KISS1 -1.38e-01
LOC400940 -1.38e-01
GFRA4 -1.38e-01
FAIM2 1.38e-01
LOC101060553 -2.38e-01
ICA1L -2.58e-01
LOC101927339 6.03e-01
HDAC6 8.37e-02
LRRFIP2 -2.99e-01
FAHD1 8.51e-02
CLSTN3 1.22e-01
ARHGEF12 3.33e-01
ARMCX4 -2.81e-01
LOC101929538 -7.74e-01
FAM86C1 1.20e-01
ARMC9 3.14e-01
TAF6L -6.14e-02
FCAR 8.34e-01
CADM4 -2.89e-01
LOC101928623///HARS -6.95e-02
CDC42SE2 8.39e-02
ZNF426 -1.24e-01
PRR11 9.19e-02
UBR2 3.88e-01
CLIC1P1 7.85e-01
PPM1F 1.09e-01
INTS4P1 -6.01e-01
PSMF1 1.58e-01
FAM167A 6.06e-01
NKX6-3 1.90e-01
SEC16B -6.43e-01
LINC01530 2.10e-01
SPON1 -5.70e-01
RARS2 7.23e-01
DAPP1 2.16e-01
TARS -6.71e-02
SRSF5 -7.44e-02
LINC01000 1.45e-01
ADORA2B 6.44e-02
C9orf173-AS1 -7.31e-01
LOC100287590 9.34e-02
ZNF579 -2.65e-01
CACNB3 1.08e-01
LINC00323 8.62e-01
SCIN -5.28e-01
LOC105372762 -5.28e-01
LOC285593 -5.28e-01
LOC440864///MSH6 5.28e-01
LOC105377832 -5.28e-01
DEFB129 5.28e-01
FOXP3 5.28e-01
MIR612///NEAT1 7.44e-02
ZNF19 5.53e-01
NTRK2 6.61e-02
SGPP2 1.10e-01
LNPK -1.16e-01
HSD3B2 -6.08e-01
SNORA71A 4.77e-01
ERN1 1.66e-01
MRPL19 -1.65e-01
PIAS2 7.79e-01
DGKE -6.86e-01
P2RX2 3.75e-01
MEIS3 6.01e-01
CASC18 -3.08e-01
BBS9 -2.28e-01
STOX1 -4.07e-01
ACOT6 -4.07e-01
OR2C1 4.43e-01
R3HDM4 6.87e-02
CCL18 4.21e-01
CKS1B -9.22e-02
ULK4 -8.23e-01
GULP1 2.13e-01
KRT8P12 3.07e-01
ZCCHC14 -2.51e-01
CLUHP3 1.63e-01
FKSG29 2.19e-01
RCAN3 -1.39e-01
KDM5C -2.03e-01
CACNB2 3.21e-01
PCDH11Y///PCDH11X 3.79e-01
RXFP2 -2.46e-01
PXMP4 -9.42e-02
LOC100288175 -3.94e-01
SOCS5 -7.80e-02
MTHFD2L 1.43e-01
SULT1B1 4.31e-01
EPS8L2 4.72e-01
GOLGA6D///GOLGA6C///GOLGA6A///GOLGA6B -4.67e-01
DDIT4 -2.37e-01
NKAIN1 5.07e-01
HMGB2 -6.54e-01
RAB37 4.98e-01
FOXK2 1.40e-01
TK2 5.85e-01
DCTN2 4.07e-01
SCPEP1 3.73e-01
DENND2C -8.48e-02
COMMD10 -9.80e-02
MGC32805 -3.33e-01
PRSS35 -3.81e-01
ZNF620 -3.66e-01
EIF5B 9.63e-02
STRN3 1.33e-01
CKMT2-AS1 -1.01e-01
SLC25A13 -1.55e-01
SMARCC2 1.28e-01
MUC3 -3.98e-01
MTG2 -1.83e-01
LMF1 7.40e-02
ERGIC2 8.80e-02
ADAMTS13 -2.83e-01
UBTF 2.69e-01
LOC100130278 3.25e-01
CCT4 1.76e-01
DLG3-AS1 2.12e-01
VEGFB -1.31e-01
MIR4435-2HG -2.51e-01
CCDC30 1.66e-01
HOXA11 1.97e-01
KAT5 1.06e-01
FYB -5.11e-01
LINC00894 -5.97e-01
T 4.18e-01
MAGEE1 -1.87e-01
GMPR 1.17e-01
ZSCAN32 -8.54e-02
CYBA -8.96e-02
LINC00315 1.96e-01
TSR2 -7.05e-02
RAB4B -4.44e-01
FBXO11 -6.61e-02
PCF11 -1.30e-01
SAYSD1 3.90e-01
PPP1R12B 3.90e-01
UBR3 -3.90e-01
FAM181B 3.33e-01
SYCP3 -3.33e-01
DIAPH2-AS1 4.17e-01
LOC101929134///HERC3 2.22e-01
SGSM1 5.79e-01
ZNF829 -2.11e-01
ATXN3 1.09e-01
CAPZA2 1.64e-01
LINC00663 1.45e-01
COG8///PDF -7.94e-02
LINC00466 -2.78e-01
SNAPC5 -6.74e-02
RDH13 1.70e-01
CBX1 -7.25e-02
YPEL2 6.36e-01
DSTYK -1.18e-01
WLS -1.28e-01
ACHE 2.20e-01
DTNB 2.95e-01
CELF2-AS1 5.35e-01
DPY30///MEMO1 -7.77e-02
ZKSCAN4 -7.56e-02
SNAPC3 9.63e-02
CIART -8.85e-02
IP6K1 -9.12e-02
CENPB 9.61e-02
EMC1 -1.11e-01
SLC12A6 -7.69e-02
NTRK2 2.10e-01
GPANK1 -1.06e-01
EMC7 1.31e-01
KMT5A 1.55e-01
LOC401312 4.96e-01
EIF1B-AS1 -3.29e-01
C2CD2L -4.12e-01
IDE -1.01e-01
TTC38 4.02e-01
MS4A1 8.34e-01
ARID4B -2.16e-01
PRAMEF11 -2.23e-01
ALOX15B -6.09e-01
PML -2.46e-01
DHX33 6.55e-02
C9orf64 1.02e-01
PHLPP1 1.00e-01
PPP2CB -1.18e-01
ZNF34 -9.78e-02
LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNRPN///IPW 1.30e-01
ADAMTS9-AS1 2.74e-01
PECAM1 6.67e-01
LINC01432 6.67e-01
AKAP14 -6.67e-01
TNNT2 -3.57e-01
LINC01159 -2.02e-01
ZBTB40 7.87e-02
CDK11A///CDK11B -6.83e-02
FCMR 4.82e-01
LINC00665 1.64e-01
MAGIX 1.69e-01
C10orf71 -8.49e-01
SERP1 -1.09e-01
FAAP20 -2.06e-01
EFNB2 -9.09e-02
SCD 6.06e-02
SLC36A1 1.87e-01
CCDC8 1.58e-01
MCPH1 -4.72e-01
FRZB 1.77e-01
PCDH17 2.18e-01
PKD2L2 2.87e-01
PPP2R3C 1.62e-01
GNG11 1.16e-01
SYN2 4.41e-01
ADNP2 -1.25e-01
HAVCR2 3.75e-01
MIR6849///MIR1234///MIR939///CPSF1 -8.82e-02
LINC00900 3.73e-01
LINC01095 4.44e-01
PCMT1 -8.61e-02
IBA57 -4.30e-01
ABHD17C 6.16e-02
BNC2 -1.43e-01
FAM114A2 -9.92e-02
AQP2 6.43e-01
LOC100506319 6.65e-01
G6PD -9.13e-02
LOC101929964///LINC01184 3.07e-01
DNM1 7.67e-02
SPAG16 -7.23e-01
LOC283214 7.23e-01
EXOC8 -5.96e-02
CHD2 -3.97e-01
TSR3 -1.03e-01
CCDC149 1.33e-01
LOC285902///ZNF273 -1.41e-01
DAAM1 7.40e-02
PSG3 -4.25e-01
ATXN1 1.05e-01
LOC105370746 3.14e-01
ONECUT2 1.95e-01
TFAP2E 1.37e-01
PAX8 3.24e-01
LOC100132661 9.52e-02
RAP1GDS1 4.10e-01
DDHD1 -1.91e-01
TP63 6.67e-01
RFX4 -8.62e-01
KCNIP3 8.81e-01
MAGEE1 6.41e-01
ACTB -7.44e-02
PLCE1 7.19e-02
KMT2C 6.51e-02
PTPN5 -4.72e-01
CYP3A7-CYP3A51P///CYP3A7 8.62e-01
SGCB -7.71e-02
CHAF1B 1.02e-01
FANCD2OS 2.01e-01
CYP19A1 2.33e-01
ZBTB7C -7.23e-01
GM2A 8.39e-02
HMHB1 2.15e-01
CENPI 1.29e-01
ACSM2B///ACSM2A 3.84e-01
METTL8 -3.33e-01
CSNK2A1 -6.48e-02
SLC6A10P///SLC6A8 -6.67e-01
C9orf43 1.02e-01
TRMO 1.08e-01
LOC101929628 5.93e-01
LINC00689 -5.93e-01
NTAN1 5.79e-02
VPS53 -3.41e-01
IMPAD1 5.61e-01
AP4B1 7.14e-02
RIN3 -3.62e-01
PIGO 6.27e-01
LINC00869 -2.08e-01
DCAF8 -2.40e-01
RAD1 2.11e-01
USP18 9.51e-02
LMCD1 -4.30e-01
NOX1 2.38e-01
TTC17 -1.20e-01
C20orf144 7.35e-01
FLJ21408 -2.19e-01
GH1 -7.45e-01
WDYHV1 -6.77e-02
KLHL14 8.31e-01
CAMP -2.26e-01
ASB12 -2.26e-01
TFCP2L1 1.33e-01
MED31 -1.16e-01
PABPC1 7.76e-01
DSG2-AS1 2.09e-01
HMGB2 -6.72e-02
PCOLCE-AS1 -1.09e-01
LOC115110 2.81e-01
PRO1596 1.29e-01
LOC284898 3.46e-01
SYTL3 6.77e-01
SLC7A2 1.43e-01
NT5C3B -7.51e-02
LOC101930053///LOC101930048///VLDLR-AS1 -1.95e-01
SRSF8 1.09e-01
SLC4A7 1.99e-01
CSF1R 2.23e-01
MED28 -6.08e-02
MOGAT1 -6.42e-01
SYT6 1.27e-01
ZSCAN23 -1.88e-01
DLX4 2.10e-01
DOCK11 -1.61e-01
FAM21EP///FAM21FP 3.07e-01
PLEK -2.57e-01
RAE1 4.97e-01
CASC10 -2.20e-01
AJUBA -6.35e-02
ZNF23 1.25e-01
LOC101928042///LOC101927579 1.79e-01
TESK1 7.28e-02
ATP9A 8.74e-02
CASP10 3.55e-01
TCP11L2 -1.37e-01
SLC5A7 7.69e-01
TTC23L -1.62e-01
LOC643549 1.00
PLD1 6.41e-02
FBXO9 9.56e-02
RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2 1.38e-01
NUP210P1 -2.06e-01
MAST4 3.11e-01
RDX -4.21e-01
WDR35 7.18e-02
PCDHA9 1.34e-01
UBTF 1.09e-01
CDK6 6.68e-02
AFF3 5.37e-01
SLC4A7 1.63e-01
LNPEP 8.16e-02
LOC101060604///SLC7A5P2///SLC7A5P1 3.26e-01
PHEX -1.90e-01
MFSD1 6.82e-02
PRSS22 1.90e-01
ARHGEF37 -1.64e-01
GSE1 6.71e-02
LOC646778 6.30e-01
ELP5 -6.71e-02
RGS5 -1.78e-01
NFIB -8.88e-02
CARD8 -1.02e-01
NFYB -2.49e-01
PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3 -1.21e-01
KAT6B 1.59e-01
NQO2 -3.79e-01
CALM3///CALM2///CALM1 -6.00e-02
RIT1 -9.98e-02
OPALIN 1.89e-01
CTRL 2.60e-01
ANO9 9.24e-02
COL4A3 -5.10e-01
SLC16A1 8.25e-02
LOC100286925 3.25e-01
LINC00938 -5.04e-01
H2BFXP 1.83e-01
UNC13A 5.09e-01
OR51B6 -1.91e-01
TMBIM4 -8.74e-02
REC8 1.72e-01
FER1L4 -5.52e-01
DOHH -3.26e-01
HTR4 -6.39e-01
SHOX2 1.94e-01
MAP3K5 -1.22e-01
MAPK12 1.89e-01
ARPC4 5.78e-02
HMBS 7.20e-02
LRRC27 -2.29e-01
SUSD4 1.26e-01
ATP2C1 7.11e-02
PAX1 -4.72e-01
FOXRED2 1.21e-01
PIGX -6.56e-02
SMIM8 1.10e-01
TCEANC2 3.93e-01
FCGR2C 4.95e-01
FNIP1 8.29e-02
SSBP3 -1.00e-01
TRIM31 7.74e-01
MLLT10 2.38e-01
PRLR -1.73e-01
ZNF169 2.00e-01
SYNJ2 -3.48e-01
LINC01198///KRTAP21-1 -3.74e-01
FAM181A -1.77e-01
SELENBP1 1.64e-01
RAD51L3-RFFL///RFFL -1.00e-01
ZFP69B 7.38e-02
LOC101928422///TCAF2P1///TCAF2 2.55e-01
SSMEM1 -7.74e-01
MYO18A///TIAF1 1.02e-01
LINC01120 3.90e-01
SLC29A2 -3.90e-01
SLC28A2 -3.90e-01
TNFRSF10C -3.90e-01
TBX18-AS1 -3.90e-01
VENTX 3.90e-01
LOC101927811 -1.60e-01
U2AF2 -3.79e-01
SLC25A39 1.05e-01
MYT1L -3.84e-01
ZIC3 -1.04e-01
EVPL 2.69e-01
TTF2 -2.07e-01
EGFEM1P -2.77e-01
CD58 1.17e-01
MAPK1IP1L -9.86e-02
LINC00460 9.72e-02
LOC101928371 3.45e-01
TMEM80 -1.45e-01
POLE4 -7.46e-02
SLC37A1 2.09e-01
MAU2 -2.70e-01
CDC42SE1 -6.97e-02
FAM171B 2.19e-01
GLP1R 3.98e-01
SLC26A9 5.53e-01
LOC1720 -7.41e-01
TMEFF2 -7.41e-01
ZNF710 -3.64e-01
CEP120 -1.02e-01
FBN2 -2.70e-01
DNM1L 7.03e-02
FHDC1 6.86e-02
GPATCH2L -2.44e-01
NTNG1 1.77e-01
LIFR -8.77e-02
ADAL 9.40e-02
SEC22C 2.02e-01
NR2F1 6.81e-02
PLCD3 -2.62e-01
CALCRL 2.04e-01
USP40 -8.72e-02
CNRIP1 6.32e-02
MARCKS -8.37e-02
CNST -1.33e-01
KIF13A 1.81e-01
ACOX3 1.68e-01
GEMIN8 1.12e-01
GOSR1 1.83e-01
PWP2 -4.53e-01
NOL3 1.40e-01
IGSF21 -5.59e-01
LOC101928020 5.59e-01
MDM2 -2.17e-01
CD72 5.12e-01
CABP4 1.69e-01
GABRR2 -2.01e-01
ZNF687 -1.29e-01
HAUS3 7.36e-02
LINC00894 -4.10e-01
LINC00410 -5.13e-01
CNGB3 3.68e-01
HIST3H2A -3.85e-01
UTY -3.40e-01
TADA2A 1.82e-01
ZNF287 3.66e-01
MED12L -1.75e-01
EDA -1.97e-01
C8orf49 -3.10e-01
CYSRT1 4.15e-01
MCL1 -1.23e-01
LOC105369340 4.62e-01
LINC01016 1.15e-01
COL14A1 9.63e-02
SERHL2///SERHL -4.41e-01
SEMA3C 1.15e-01
CLEC7A -2.12e-01
HLA-C -8.15e-02
TAF4 9.13e-02
ZC3H10 -1.05e-01
COA1 8.19e-02
MRPL22 -7.97e-02
FBXL6 4.72e-01
CREBBP -3.84e-01
MIR7-3HG 5.93e-01
MLLT6 -9.92e-02
CHRNB1 6.49e-02
SEMA6C 6.93e-01
LOC101929583///LOC101928195///LOC100996643///LOC100133920///LOC286297 -6.90e-01
DNHD1 -6.90e-01
SPATA6L -6.90e-01
GALNS 3.60e-01
PP14571 -4.63e-01
SLC10A7 -2.69e-01
ACOT11 5.28e-01
ZNF322 8.30e-02
SAMD15 -5.65e-01
RHOG 7.93e-02
SLC1A7 -2.15e-01
AP2A1 -3.91e-01
SMC6 -1.98e-01
KAT6A 5.39e-01
SUFU -1.17e-01
LOC101927641 5.51e-01
ASB4 -5.28e-01
PPY -4.68e-01
LOC728730 -1.30e-01
BARHL1 1.52e-01
KCNB2 1.38e-01
TRADD 1.53e-01
NSF 5.14e-01
TSC22D2 -1.60e-01
LINC00908 1.70e-01
PTMS 7.29e-02
MRPS15 -7.00e-02
LGALSL 1.36e-01
USH1C -4.05e-01
MORC2 -1.50e-01
TGIF2-C20orf24///C20orf24 -6.29e-02
DENND4C -1.57e-01
SMARCA4 8.99e-02
DNAJC21 1.37e-01
MIR612///NEAT1 -7.12e-02
ENDOV -7.15e-02
TRMT44 -2.41e-01
TMEM19 1.02e-01
SPN 5.28e-01
KLHL36 1.23e-01
OR2W1 -6.15e-01
EPB41L4A 1.41e-01
CTBP1 7.49e-02
ZNF605 9.24e-02
GAREM1 -1.12e-01
ZNF649-AS1 5.93e-01
CNTN5 -4.41e-01
MYO10 1.93e-01
CFAP157 -3.17e-01
MTUS2 -5.90e-01
KL -2.38e-01
LOC154761 4.26e-01
FBXL14 6.20e-02
TBL1Y 7.60e-01
ARR3 -2.55e-01
APOC3 5.93e-01
LOC101930595///PGGHG -6.95e-01
ERVH-6 2.68e-01
LOC101927137///KIAA1456 1.39e-01
LOC101927206 6.53e-01
TMEM144 1.92e-01
ITPK1 -4.26e-01
C19orf44 2.55e-01
NPAS3 7.54e-01
LAX1 2.53e-01
PTK2 7.73e-02
UBA5 -8.49e-02
THAP12 7.08e-02
C19orf12 -2.27e-01
GLT1D1 7.59e-02
LOC101929964 7.17e-01
CHTOP -8.23e-02
FYN 1.35e-01
AFG3L2 -1.34e-01
AIM2 -6.77e-02
SMAD4 -4.41e-01
MGC40069 4.90e-01
TERF2 1.22e-01
PVR -2.16e-01
NAP1L1 -9.07e-02
OSBP 1.19e-01
HPN 1.81e-01
GDF7 3.98e-01
KIAA0319 -2.11e-01
NPCDR1 3.33e-01
SEC14L1 4.72e-01
HTR4 3.80e-01
UNC93B1 2.68e-01
CPM 2.69e-01
FAM133DP///FAM133B 7.24e-02
CD99L2 8.28e-02
ADH4 1.77e-01
LINC00092 1.71e-01
RELA 8.74e-02
FAM166A -3.56e-01
PIK3C3 -7.54e-01
THAP6 1.54e-01
ING1 -5.29e-01
MERTK 3.08e-01
COL1A1 2.77e-01
PGC 6.99e-01
APOBEC3G -1.07e-01
MKL1 2.71e-01
SH2D5 1.97e-01
C1QTNF3 -1.84e-01
PIK3CB -1.77e-01
GATSL3 2.25e-01
CD244 -4.78e-01
CKS2 6.39e-02
TMEM47 6.08e-02
LINC00308 4.26e-01
FOXN4 1.90e-01
LINC01098 4.97e-01
SIN3A -6.33e-01
MCPH1 8.89e-01
DYX1C1-CCPG1///CCPG1 -8.12e-02
MTIF3 -2.78e-01
PTPN22 1.95e-01
TACSTD2 2.56e-01
NLK -9.53e-02
SRSF7 -5.95e-02
LOC255177 -6.02e-01
PTGDR -6.02e-01
LOC101928457 -6.02e-01
TRDN 6.02e-01
LOC100507334///LOC100288570///LIMS3-LOC440895///LOC440895 -6.02e-01
CYP51A1-AS1 -6.02e-01
COQ8B 1.57e-01
MPP4 -6.77e-01
B3GALT5 3.68e-01
FGD3 -3.38e-01
FHAD1 4.23e-01
NPRL2 1.29e-01
MAGI1 -5.74e-01
GAPVD1 -6.56e-02
ZNF549 -6.49e-01
WNT7A 1.49e-01
SLITRK5 2.46e-01
GUSBP1///GUSBP4 -1.92e-01
ATOH8 7.95e-02
IL17F 8.62e-01
NPR3 -5.59e-01
ENKUR -3.64e-01
CFAP74 -3.33e-01
MAP2K1 -8.08e-02
C10orf95 -3.53e-01
MACC1 9.15e-02
HCRTR2 5.46e-01
LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNRPN///IPW 5.93e-01
CPNE4 5.93e-01
FAM155B 1.25e-01
INPP4B 7.35e-01
ATP5SL 3.20e-01
MKNK1 2.04e-01
